"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Publisher","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Wang D.; Qian X.; Ji T.; Jing Q.; Zhang Q.; Yuan M.","Wang, Dan (57193995764); Qian, Xinming (7402052528); Ji, Tingchao (57169695800); Jing, Qi (57218419746); Zhang, Qi (56126474800); Yuan, Mengqi (56573361200)","57193995764; 7402052528; 57169695800; 57218419746; 56126474800; 56573361200","Flammability limit and explosion energy of methane in enclosed pipeline under multi-phase conditions","2021","Energy","217","","119355","","","","20","10.1016/j.energy.2020.119355","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096843197&doi=10.1016%2fj.energy.2020.119355&partnerID=40&md5=2374d3556b5a2d0bc1cdc4dda2c5a3e3","State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China; China Academy of Electronics and Information Technology, Beijing, 100041, China","Wang D., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China; Qian X., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China; Ji T., China Academy of Electronics and Information Technology, Beijing, 100041, China; Jing Q., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China; Zhang Q., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China; Yuan M., State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, 100081, China","M. Yuan; State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Beijing, Room 303, 5 South Zhongguancun Street, Haidian District, 100081, China; email: myuan@bit.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85096843197"
"Rasool S.; Muttaqi K.M.; Sutanto D.","Rasool, Safdar (57189054972); Muttaqi, Kashem M. (55582332500); Sutanto, Danny (7006225709)","57189054972; 55582332500; 7006225709","Modelling of a wave-to-wire system for a wave farm and its response analysis against power quality and grid codes","2020","Renewable Energy","162","","","2041","2055","14","18","10.1016/j.renene.2020.10.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092411092&doi=10.1016%2fj.renene.2020.10.035&partnerID=40&md5=047e8d3c24b5a18c36479276bc25445c","School of Electrical, Computer and Telecommunications Engineering, University of Wollongong, Wollongong, 2522, NSW, Australia","Rasool S., School of Electrical, Computer and Telecommunications Engineering, University of Wollongong, Wollongong, 2522, NSW, Australia; Muttaqi K.M., School of Electrical, Computer and Telecommunications Engineering, University of Wollongong, Wollongong, 2522, NSW, Australia; Sutanto D., School of Electrical, Computer and Telecommunications Engineering, University of Wollongong, Wollongong, 2522, NSW, Australia","S. Rasool; School of Electrical, Computer and Telecommunications Engineering, University of Wollongong, Wollongong, 2522, Australia; email: sr785@uowmail.edu.au","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85092411092"
"Amini E.; Golbaz D.; Amini F.; Nezhad M.M.; Neshat M.; Garcia D.A.","Amini, Erfan (57219563072); Golbaz, Danial (57219795103); Amini, Fereidoun (56254193900); Nezhad, Meysam Majidi (57207201874); Neshat, Mehdi (25654357600); Garcia, Davide Astiaso (57211258655)","57219563072; 57219795103; 56254193900; 57207201874; 25654357600; 57211258655","A parametric study of wave energy converter layouts in real wave models","2020","Energies","13","22","en13226095","","","","22","10.3390/en13226095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097576992&doi=10.3390%2fen13226095&partnerID=40&md5=cb86f47ab31a8bc811f85980dd3544c4","Coastal and Offshore Structures Engineering Group, School of Civil Engineering, University of Tehran, Tehran, 13145-1384, Iran; School of Civil Engineering, Iran University of Science and Technology, Tehran, 13114-16864, Iran; Department of Astronautics, Electrical and Energy Engineering (DIAEE), Sapienza University of Rome, Rome, 00184, Italy; Optimization and Logistics Group, School of Computer Science, University of Adelaide, Adelaide, 5005, Australia; Department of Planning, Design, and Technology of Architecture, Sapienza University of Rome, Rome, 00197, Italy","Amini E., Coastal and Offshore Structures Engineering Group, School of Civil Engineering, University of Tehran, Tehran, 13145-1384, Iran; Golbaz D., Coastal and Offshore Structures Engineering Group, School of Civil Engineering, University of Tehran, Tehran, 13145-1384, Iran; Amini F., School of Civil Engineering, Iran University of Science and Technology, Tehran, 13114-16864, Iran; Nezhad M.M., Department of Astronautics, Electrical and Energy Engineering (DIAEE), Sapienza University of Rome, Rome, 00184, Italy; Neshat M., Optimization and Logistics Group, School of Computer Science, University of Adelaide, Adelaide, 5005, Australia; Garcia D.A., Department of Planning, Design, and Technology of Architecture, Sapienza University of Rome, Rome, 00197, Italy","D.A. Garcia; Department of Planning, Design, and Technology of Architecture, Sapienza University of Rome, Rome, 00197, Italy; email: davide.astiasogarcia@uniroma1.it","MDPI AG","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85097576992"
"Loukogeorgaki E.; Michailides C.; Lavidas G.; Chatjigeorgiou I.K.","Loukogeorgaki, Eva (11139815700); Michailides, Constantine (35366734800); Lavidas, George (56422497400); Chatjigeorgiou, Ioannis K. (6603226947)","11139815700; 35366734800; 56422497400; 6603226947","Layout optimization of heaving Wave Energy Converters linear arrays in front of a vertical wall","2021","Renewable Energy","179","","","189","203","14","17","10.1016/j.renene.2021.07.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110160973&doi=10.1016%2fj.renene.2021.07.040&partnerID=40&md5=aa6ba1d6826579c3f45e2aac6c6f7204","Department of Civil Engineering, Aristotle University of Thessaloniki, Thessaloniki, 54124, Greece; Department of Civil Engineering and Geomatics, Cyprus University of Technology, Limassol, 3036, Cyprus; Faculty of Civil Engineering and Geosciences, Department of Hydraulic Engineering, Delft University of Technology, Delft, 2628, CN, Netherlands; School of Naval Architecture and Marine Engineering, National Technical University of Athens, Athens, 15780, Greece","Loukogeorgaki E., Department of Civil Engineering, Aristotle University of Thessaloniki, Thessaloniki, 54124, Greece; Michailides C., Department of Civil Engineering and Geomatics, Cyprus University of Technology, Limassol, 3036, Cyprus; Lavidas G., Faculty of Civil Engineering and Geosciences, Department of Hydraulic Engineering, Delft University of Technology, Delft, 2628, CN, Netherlands; Chatjigeorgiou I.K., School of Naval Architecture and Marine Engineering, National Technical University of Athens, Athens, 15780, Greece","E. Loukogeorgaki; Department of Civil Engineering, Aristotle University of Thessaloniki, Thessaloniki, 54124, Greece; email: eloukog@civil.auth.gr","Elsevier Ltd","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85110160973"
"Krishnendu P.; Balaji R.","Krishnendu, P. (57213189458); Balaji, R. (15072744800)","57213189458; 15072744800","Hydrodynamic performance analysis of an integrated wave energy absorption system","2020","Ocean Engineering","195","","106499","","","","19","10.1016/j.oceaneng.2019.106499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077693234&doi=10.1016%2fj.oceaneng.2019.106499&partnerID=40&md5=8ffd5bd0748d15fc07abd932138e16ae","Department of Civil Engineering, Indian Institute of Technology Bombay, 400076, India","Krishnendu P., Department of Civil Engineering, Indian Institute of Technology Bombay, 400076, India; Balaji R., Department of Civil Engineering, Indian Institute of Technology Bombay, 400076, India","R. Balaji; Department of Civil Engineering, Indian Institute of Technology Bombay, 400076, India; email: rbalaji@civil.iitb.ac.in","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85077693234"
"Kharati-Koopaee M.; Fathi-Kelestani A.","Kharati-Koopaee, Masoud (55247414900); Fathi-Kelestani, Arman (57211119914)","55247414900; 57211119914","Assessment of oscillating water column performance: Influence of wave steepness at various chamber lengths and bottom slopes","2020","Renewable Energy","147","","","1595","1608","13","22","10.1016/j.renene.2019.09.110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072697415&doi=10.1016%2fj.renene.2019.09.110&partnerID=40&md5=83f7b5cadbfc8adaced90eef34961540","Department of Mechanical and Aerospace Engineering, Shiraz University of Technology, Shiraz, Iran","Kharati-Koopaee M., Department of Mechanical and Aerospace Engineering, Shiraz University of Technology, Shiraz, Iran; Fathi-Kelestani A., Department of Mechanical and Aerospace Engineering, Shiraz University of Technology, Shiraz, Iran","M. Kharati-Koopaee; Department of Mechanical and Aerospace Engineering, Shiraz University of Technology, Shiraz, Iran; email: kharati@sutech.ac.ir","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85072697415"
"Robertson B.; Bailey H.; Leary M.; Buckham B.","Robertson, Bryson (56252010800); Bailey, Helen (56284409700); Leary, Matthew (57221860307); Buckham, Bradley (6602528861)","56252010800; 56284409700; 57221860307; 6602528861","A methodology for architecture agnostic and time flexible representations of wave energy converter performance","2021","Applied Energy","287","","116588","","","","19","10.1016/j.apenergy.2021.116588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100489879&doi=10.1016%2fj.apenergy.2021.116588&partnerID=40&md5=25d9db161d8cdc63b6ba9eb5b0584b77","Oregon State University, Corvallis, United States; Pacific Northwest National Laboratory, Portland, United States; University of Victoria, Victoria, Canada; Simon Fraser University, Vancouver, Canada","Robertson B., Oregon State University, Corvallis, United States, Pacific Northwest National Laboratory, Portland, United States; Bailey H., Simon Fraser University, Vancouver, Canada; Leary M., Oregon State University, Corvallis, United States; Buckham B., University of Victoria, Victoria, Canada","B. Robertson; Oregon State University, Corvallis, United States; email: bryson.robertson@oregonstate.edu","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85100489879"
"Sergiienko N.Y.; Cazzolato B.S.; Arjomandi M.; Ding B.; da Silva L.S.P.","Sergiienko, N.Y. (57133039900); Cazzolato, B.S. (6603538173); Arjomandi, M. (24597414300); Ding, B. (54948633800); da Silva, L.S.P. (57210135719)","57133039900; 6603538173; 24597414300; 54948633800; 57210135719","Considerations on the control design for a three-tether wave energy converter","2019","Ocean Engineering","183","","","469","477","8","18","10.1016/j.oceaneng.2019.04.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069552787&doi=10.1016%2fj.oceaneng.2019.04.053&partnerID=40&md5=b931a59a2f5a5a3f289f31c7f8464fd8","The University of Adelaide, School of Mechanical Engineering, Adelaide, Australia; University of São Paulo, Department of Naval Architecture and Ocean Engineering, São Paulo, Brazil","Sergiienko N.Y., The University of Adelaide, School of Mechanical Engineering, Adelaide, Australia; Cazzolato B.S., The University of Adelaide, School of Mechanical Engineering, Adelaide, Australia; Arjomandi M., The University of Adelaide, School of Mechanical Engineering, Adelaide, Australia; Ding B., The University of Adelaide, School of Mechanical Engineering, Adelaide, Australia; da Silva L.S.P., University of São Paulo, Department of Naval Architecture and Ocean Engineering, São Paulo, Brazil","N.Y. Sergiienko; The University of Adelaide, School of Mechanical Engineering, Adelaide, Australia; email: nataliia.sergiienko@adelaide.edu.au","Elsevier Ltd","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85069552787"
"P Patel R.; Nagababu G.; Kachhwaha S.S.; V V Arun Kumar S.; M S.","P Patel, Ravi (57766781100); Nagababu, Garlapati (57189441319); Kachhwaha, Surendra Singh (55375644700); V V Arun Kumar, Surisetty (57766822500); M, Seemanth (57766578400)","57766781100; 57189441319; 55375644700; 57766822500; 57766578400","Combined wind and wave resource assessment and energy extraction along the Indian coast","2022","Renewable Energy","195","","","931","945","14","17","10.1016/j.renene.2022.06.082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132953811&doi=10.1016%2fj.renene.2022.06.082&partnerID=40&md5=ac50c2a36062c0ddc72bdfb1ac2ee309","School of Technology, Pandit Deendayal Energy University, Gujarat, Gandhinagar, India; Space Applications Centre, Indian Space Research Organisation, Gujarat, Ahmedabad, India","P Patel R., School of Technology, Pandit Deendayal Energy University, Gujarat, Gandhinagar, India; Nagababu G., School of Technology, Pandit Deendayal Energy University, Gujarat, Gandhinagar, India; Kachhwaha S.S., School of Technology, Pandit Deendayal Energy University, Gujarat, Gandhinagar, India; V V Arun Kumar S., Space Applications Centre, Indian Space Research Organisation, Gujarat, Ahmedabad, India; M S., Space Applications Centre, Indian Space Research Organisation, Gujarat, Ahmedabad, India","G. Nagababu; School of Technology, Pandit Deendayal Energy University, Gandhinagar, Gujarat, India; email: garlapatinagu@gmail.com","Elsevier Ltd","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85132953811"
"Daniel Raj D.; Sundar V.; Sannasiraj S.A.","Daniel Raj, D. (57203836767); Sundar, V. (7005380538); Sannasiraj, S.A. (6603500375)","57203836767; 7005380538; 6603500375","Enhancement of hydrodynamic performance of an Oscillating Water Column with harbour walls","2019","Renewable Energy","132","","","142","156","14","20","10.1016/j.renene.2018.07.089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053113730&doi=10.1016%2fj.renene.2018.07.089&partnerID=40&md5=4f79bb100243ead36dabd25d53a8ce6f","Department of Ocean Engineering, Indian Institute of Technology Madras, Chennai, 600036, India","Daniel Raj D., Department of Ocean Engineering, Indian Institute of Technology Madras, Chennai, 600036, India; Sundar V., Department of Ocean Engineering, Indian Institute of Technology Madras, Chennai, 600036, India; Sannasiraj S.A., Department of Ocean Engineering, Indian Institute of Technology Madras, Chennai, 600036, India","V. Sundar; Department of Ocean Engineering, Indian Institute of Technology Madras, Chennai, 600036, India; email: vsundar@iitm.ac.in","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85053113730"
"Burgaç A.; Yavuz H.","Burgaç, Alper (56034994500); Yavuz, Hakan (16177021300)","56034994500; 16177021300","Fuzzy Logic based hybrid type control implementation of a heaving wave energy converter","2019","Energy","170","","","1202","1214","12","20","10.1016/j.energy.2018.12.090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060032087&doi=10.1016%2fj.energy.2018.12.090&partnerID=40&md5=553204c7f01081ec8bb46350a1b6e1f2","Cukurova University, Faculty of Engineering and Architecture, Department of Mechanical Engineering, Saricam, Adana, 01330, Turkey","Burgaç A., Cukurova University, Faculty of Engineering and Architecture, Department of Mechanical Engineering, Saricam, Adana, 01330, Turkey; Yavuz H., Cukurova University, Faculty of Engineering and Architecture, Department of Mechanical Engineering, Saricam, Adana, 01330, Turkey","H. Yavuz; Cukurova University, Faculty of Engineering and Architecture, Department of Mechanical Engineering, Adana, Saricam, 01330, Turkey; email: dr.hakanyavuz@gmail.com","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85060032087"
"Wang Y.","Wang, Yingguang (16235554200)","16235554200","Predicting absorbed power of a wave energy converter in a nonlinear mixed sea","2020","Renewable Energy","153","","","362","374","12","17","10.1016/j.renene.2020.02.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079427067&doi=10.1016%2fj.renene.2020.02.031&partnerID=40&md5=7a03867df6f7c23d18038eaee67ea4ad","State Key Laboratory of Ocean Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; Collaborative Innovation Center for Advanced Ship and Deep-Sea Exploration (CISSE), Shanghai, 200240, China; School of Naval Architecture, Ocean and Civil Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China","Wang Y., State Key Laboratory of Ocean Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China, Collaborative Innovation Center for Advanced Ship and Deep-Sea Exploration (CISSE), Shanghai, 200240, China, School of Naval Architecture, Ocean and Civil Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China","Y. Wang; School of Naval Architecture, Ocean and Civil Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; email: wyg110@sjtu.edu.cn","Elsevier Ltd","","Article","Final","","Scopus","2-s2.0-85079427067"
